,eta,razza,mangime,temperatura,peso,q_uova_mensili
63,10,Leghorn,Type B,26.68937460515482,2445.592096616493,8.0
64,27,Sussex,Type C,29.713604651028614,2371.467262624377,4.0
65,63,Rhode Island Red,Type A,28.915937888428182,3510.511176895238,5.0
66,50,Plymouth Rock,Type A,25.75418390608433,3286.5431511393635,5.0
67,42,Leghorn,Type B,20.984392168610196,2497.4857962869996,5.0
68,18,Plymouth Rock,Type A,32.32269421111161,2887.19493957499,9.0
69,66,Rhode Island Red,Type B,25.57750293858087,3693.5691171650997,6.0
70,39,Rhode Island Red,Type A,32.28178465035641,3377.3820878784463,2.0
71,23,Rhode Island Red,Type C,23.787631245325734,3448.5029432181946,4.0
72,34,Leghorn,Type A,20.0154421976845,2391.4740832562675,10.0
73,29,Rhode Island Red,Type A,22.384074249151347,2774.7725892255285,4.0
74,44,Leghorn,Type B,27.028091251528764,2149.0671279936705,9.0
75,18,Rhode Island Red,Type A,34.164554524367446,3264.5294500411496,4.0
76,30,Plymouth Rock,Type A,21.532904295405785,3027.754886377971,6.0
77,26,Plymouth Rock,Type B,32.81314661692349,2877.0855706267394,2.0
78,52,Sussex,Type C,27.90536144317793,2265.4964074290724,8.0
79,55,Plymouth Rock,Type C,32.38881148699845,3163.360320446038,0.0
80,7,Sussex,Type B,24.47561646484989,2812.3986261396412,6.0
81,46,Plymouth Rock,Type B,32.59920747008708,3499.8966531579845,4.0
82,23,Leghorn,Type B,31.592341700252067,1981.8335560316043,9.0
83,32,Plymouth Rock,Type B,23.450805245471507,3158.7630676928597,3.0
84,49,Sussex,Type B,21.97002689614067,2545.1519959781635,7.0
85,67,Sussex,Type C,33.02081483798439,2729.711906497422,6.0
86,23,Rhode Island Red,Type C,34.44854980160198,2992.8195845328246,3.0
87,51,Leghorn,Type B,20.469534706212745,2671.20457059764,9.0
88,18,Plymouth Rock,Type A,30.969051004605284,3286.747214272137,5.0
89,42,Rhode Island Red,Type B,33.64286766421728,3442.620714928516,1.0
90,57,Plymouth Rock,Type A,32.860401381387476,2586.118736409578,7.0
91,65,Plymouth Rock,Type B,34.46780708405313,2591.1675090489334,3.0
92,40,Rhode Island Red,Type B,31.401411176571457,3568.3112541133105,4.0
93,44,Rhode Island Red,Type C,26.634481435713653,3057.3105753143086,4.0
94,34,Rhode Island Red,Type A,24.679279857426955,3573.1304610434854,4.0
95,13,Rhode Island Red,Type A,24.81114110657191,3390.1808823726897,3.0
96,68,Rhode Island Red,Type C,30.866340089211754,3471.1509073682855,3.0
97,37,Plymouth Rock,Type C,31.187555180464464,2812.7958355365104,2.0
98,56,Rhode Island Red,Type C,23.00538715323069,3181.353013241349,2.0
99,18,Leghorn,Type C,33.021842202357966,1873.4579451327054,8.0
100,57,Sussex,Type A,30.723860603033714,2531.6150888746306,1.0
101,63,Rhode Island Red,Type A,28.441254295150742,2944.069698902213,4.0
102,45,Rhode Island Red,Type B,27.07298690153769,3817.5882230739035,7.0
103,72,Plymouth Rock,Type B,28.148492086849373,3425.205583222376,0.0
104,72,Rhode Island Red,Type C,22.388686074188968,3443.174822961285,2.0
105,12,Rhode Island Red,Type C,23.055518739144112,3344.212325286143,6.0
106,6,Rhode Island Red,Type C,21.367467356092874,3212.845995860955,8.0
107,45,Plymouth Rock,Type B,22.30487057241669,3010.441008176552,4.0
108,59,Rhode Island Red,Type B,26.80540451907924,2911.2339400182213,4.0
109,20,Sussex,Type B,27.95531590592384,2769.6013838178997,4.0
110,66,Plymouth Rock,Type B,20.26792838717479,3182.208571037274,2.0
111,52,Sussex,Type B,31.95196741796041,3209.1720089449173,2.0
112,34,Plymouth Rock,Type B,24.41251960015217,2458.5008390076378,2.0
113,16,Rhode Island Red,Type B,33.677540524398665,3285.5128996303615,3.0
114,39,Sussex,Type C,34.51266895420667,2544.198662503702,3.0
115,15,Plymouth Rock,Type C,22.781883120149814,2394.447644431689,3.0
116,68,Leghorn,Type C,26.93145936148491,1817.5545798695018,5.0
117,54,Rhode Island Red,Type C,20.018477527496387,2950.0586394262255,2.0
118,25,Plymouth Rock,Type B,28.974908976836403,2549.8009251240733,4.0
119,73,Leghorn,Type A,29.10959672394007,2333.08234414359,5.0
120,52,Plymouth Rock,Type B,23.71309933405063,2842.7658426227335,2.0
121,24,Leghorn,Type A,28.37619008874797,2131.3433013715053,9.0
122,71,Rhode Island Red,Type C,23.38310213665603,2740.531585180149,6.0
123,48,Sussex,Type B,22.41238203617285,2289.0115344926685,2.0
124,37,Leghorn,Type C,29.77279200203397,2004.6190246076956,4.0
125,65,Plymouth Rock,Type B,24.88888195928112,3151.0273593266515,4.0
126,13,Rhode Island Red,Type C,28.853959083284337,2830.2846675020846,7.0
127,72,Leghorn,Type A,26.498701234574835,1947.774128750872,9.0
128,39,Plymouth Rock,Type A,34.76527111104356,2606.4855882072397,3.0
129,69,Plymouth Rock,Type A,22.243709640013485,3066.910023969444,1.0
130,12,Plymouth Rock,Type B,26.968978949537153,2829.6389605631875,6.0
131,49,Leghorn,Type A,30.20684939538988,1852.1731364483792,5.0
132,51,Leghorn,Type B,25.93317625819953,2136.6518558937228,3.0
133,44,Leghorn,Type A,34.62049777806035,1864.162039298999,5.0
134,58,Sussex,Type A,30.828314418904025,2659.0799557305395,1.0
135,50,Leghorn,Type B,29.8547578634674,2414.660398737037,6.0
136,51,Leghorn,Type B,31.355889014168348,2473.3895177902377,9.0
137,19,Leghorn,Type A,34.289729570580754,1950.2582966495438,5.0
138,23,Sussex,Type B,33.6172797947696,2352.623700869427,9.0
139,30,Leghorn,Type A,30.86427962189618,2383.456281077846,3.0
140,56,Plymouth Rock,Type B,31.237424586519246,3459.1256728081453,7.0
141,26,Leghorn,Type C,22.188831110527182,1814.9184445888957,3.0
142,25,Plymouth Rock,Type C,21.541886067389985,3176.7943728275864,1.0
143,55,Plymouth Rock,Type C,28.563567527662464,2782.7144493446813,5.0
144,42,Plymouth Rock,Type C,20.2755145541081,2515.2394346494507,2.0
145,24,Sussex,Type C,27.235345723273873,2119.5619977520564,7.0
146,33,Sussex,Type A,23.15524369878303,2929.004789688797,5.0
147,55,Sussex,Type C,25.190248514672593,2108.044559376407,3.0
148,8,Leghorn,Type C,31.63707103689434,1557.0269140036194,8.0
149,59,Plymouth Rock,Type C,34.118562563485796,2889.3104121026904,5.0
150,32,Sussex,Type C,21.086244082195122,2074.6384310794288,10.0
151,8,Sussex,Type B,28.013633089646675,2954.8503474462627,9.0
152,26,Leghorn,Type A,33.238002287294,2040.4915981734791,6.0
153,49,Sussex,Type C,21.23762801660632,2452.086596811366,1.0
154,71,Leghorn,Type C,32.36771070345251,2159.6902729304743,4.0
155,70,Rhode Island Red,Type C,25.36702026392407,3440.5039528794027,4.0
156,38,Sussex,Type A,24.83142053329003,3027.6416015881987,3.0
157,59,Rhode Island Red,Type B,34.66199579472179,2920.543996551497,6.0
158,5,Leghorn,Type A,23.012886347934412,2587.281070521307,9.0
159,42,Plymouth Rock,Type B,30.397909112340216,3272.4584011019283,3.0
160,10,Sussex,Type C,32.321610920148,2306.972282209018,10.0
161,29,Leghorn,Type C,20.617752429189075,1981.277951219237,3.0
162,21,Plymouth Rock,Type A,30.055781875316185,2549.0094949174327,5.0
163,65,Plymouth Rock,Type A,34.2732496153299,3279.046349300125,3.0
164,16,Rhode Island Red,Type B,21.86329950092089,3643.9409036361126,11.0
165,10,Leghorn,Type B,33.443319540275574,2308.575329072349,8.0
166,31,Plymouth Rock,Type A,28.92164956065404,2500.2585686103967,2.0
167,12,Sussex,Type B,29.24906872793711,3245.2888399985904,4.0
168,69,Sussex,Type A,29.194162622984088,2236.4675207877817,4.0
169,61,Rhode Island Red,Type B,24.482538295059708,2806.8208570948173,3.0
170,44,Plymouth Rock,Type A,34.0280272294919,2980.07029370582,8.0
171,18,Leghorn,Type A,34.21025693946558,2338.1808204762037,7.0
172,39,Sussex,Type A,29.379569903209216,2672.7326761504505,2.0
173,52,Plymouth Rock,Type B,31.751340889124222,3396.8256048095845,4.0
174,60,Plymouth Rock,Type B,29.183869788217372,2738.534446500881,4.0
175,53,Rhode Island Red,Type B,27.26597671361061,3050.588383952059,6.0
176,17,Sussex,Type A,29.91230177448876,2962.1380509018827,4.0
177,65,Sussex,Type B,28.295021788879374,2944.8821177817663,4.0
178,53,Leghorn,Type B,28.96213793947895,2225.536251029349,8.0
179,50,Sussex,Type A,31.75748830128293,2257.113243256445,4.0
180,66,Leghorn,Type C,27.213557471734774,1802.8298889787422,8.0
181,12,Sussex,Type A,20.611311591387093,2767.529163956128,6.0
182,47,Rhode Island Red,Type B,22.45999221484246,3426.639666047351,4.0
183,24,Sussex,Type A,26.579108247343076,2299.732204541868,5.0
184,43,Leghorn,Type C,30.872398398110874,2084.827811305791,5.0
185,53,Leghorn,Type A,28.899179724652683,2232.004785438792,7.0
186,68,Rhode Island Red,Type B,29.75441278810181,3455.248773480275,5.0
187,66,Sussex,Type C,27.18918392864431,2181.17185085002,5.0
188,58,Sussex,Type B,29.236130329133644,3067.0060969824535,4.0
189,13,Rhode Island Red,Type C,24.935261567219932,2860.3754923631705,6.0
190,41,Sussex,Type C,27.052738890449977,2886.171294055993,9.0
191,53,Sussex,Type A,31.164185983924334,2510.557996367239,1.0
192,45,Leghorn,Type A,33.077491684596815,2235.0368998019176,5.0
193,21,Sussex,Type B,26.504830009345834,3020.500223580832,5.0
194,25,Sussex,Type A,20.65492486561042,2190.957655497336,4.0
195,55,Rhode Island Red,Type A,22.42508816220204,3040.4801606510555,0.0
196,63,Rhode Island Red,Type C,20.312917089373073,3421.513391907418,5.0
197,43,Plymouth Rock,Type A,29.79894528855995,2483.163825807921,4.0
198,59,Leghorn,Type C,24.984719380326634,2308.826323491684,8.0
199,45,Sussex,Type C,28.137179535790512,2853.3292165587877,1.0
200,43,Sussex,Type C,27.399152701756993,2669.3569842407483,2.0
201,17,Plymouth Rock,Type B,21.2228973432864,2499.110196342168,0.0
202,68,Sussex,Type B,26.048920416857477,2661.2853655947533,6.0
203,15,Leghorn,Type B,23.30841687383485,2577.5223777542496,5.0
204,23,Plymouth Rock,Type C,26.27599683001479,3159.472182955412,4.0
205,15,Leghorn,Type B,23.05367420513364,2416.4059693610116,14.0
206,50,Plymouth Rock,Type B,32.606786094154,3147.8896935406965,1.0
207,49,Plymouth Rock,Type A,22.612900048673804,2822.295363287909,5.0
208,5,Rhode Island Red,Type B,34.41170827230465,3120.9726123640203,3.0
209,44,Leghorn,Type B,26.23861049220411,2316.6478087696964,6.0
210,23,Sussex,Type C,32.693679380285744,2451.2666140731144,9.0
211,65,Sussex,Type C,29.431472273089177,2752.114332696975,6.0
212,16,Leghorn,Type C,31.03025447998629,1554.732706924986,5.0
213,65,Sussex,Type C,31.515858321001705,2843.879411230929,1.0
214,37,Sussex,Type C,27.572673228395267,2876.192478269556,4.0
215,49,Leghorn,Type C,28.149507850449325,1573.0035928996274,8.0
216,73,Plymouth Rock,Type B,27.709938017130874,2491.805590727643,1.0
217,12,Leghorn,Type C,28.82087567135119,2302.401784451324,10.0
218,29,Plymouth Rock,Type C,20.44091668634761,2237.6977249148526,5.0
219,50,Sussex,Type A,25.93272754773523,2338.6412931532204,2.0
220,34,Sussex,Type B,29.092830703417572,3178.4181654343624,0.0
221,51,Sussex,Type B,28.965853478837964,3117.865085807765,4.0
222,53,Rhode Island Red,Type B,31.894341419084473,3140.4401988820864,6.0
223,51,Plymouth Rock,Type C,29.825140082481628,2539.322835655711,8.0
224,22,Rhode Island Red,Type C,34.881999745110086,2520.7580321239643,4.0
225,70,Rhode Island Red,Type C,24.257817929129676,3237.8804151687423,2.0
226,72,Leghorn,Type A,25.387265444993474,2556.401682920113,8.0
227,37,Rhode Island Red,Type C,25.757707278016944,2893.320670385189,3.0
228,40,Leghorn,Type A,26.987192105303727,2213.165285159895,7.0
229,23,Leghorn,Type B,32.53997095671814,1957.7010886481314,11.0
230,32,Rhode Island Red,Type C,23.536881409388148,3329.1506402841396,7.0
231,44,Plymouth Rock,Type A,31.64000310553144,3395.14106594701,3.0
232,19,Plymouth Rock,Type A,26.07965274628615,3006.8368766467415,5.0
233,45,Plymouth Rock,Type C,29.02783075493013,2857.7653832726,6.0
234,43,Plymouth Rock,Type B,29.48810799839459,2965.8113631380384,3.0
235,6,Plymouth Rock,Type B,25.592729557834016,2826.821876789317,7.0
236,67,Rhode Island Red,Type B,27.689228078087076,3290.2929162377472,4.0
237,33,Rhode Island Red,Type A,26.195467619715455,3606.991195116217,6.0
238,70,Sussex,Type A,21.03699179279929,2502.254649842613,6.0
239,55,Plymouth Rock,Type A,26.5574808322524,2810.432042115214,8.0
240,14,Rhode Island Red,Type A,21.460900888303282,3213.40493352257,10.0
241,18,Sussex,Type B,26.075311986204824,2331.6387134233464,8.0
242,55,Plymouth Rock,Type C,28.89377599747673,2491.9111734978073,7.0
243,43,Leghorn,Type A,28.69122349015251,2602.965084234096,7.0
244,32,Sussex,Type A,29.939319185124806,2108.796425597363,5.0
245,7,Rhode Island Red,Type B,21.428922619319394,3737.18709607796,7.0
246,74,Leghorn,Type C,29.781848682956568,1825.8245840194486,5.0
247,31,Leghorn,Type C,24.682220850446704,1588.1344309766914,6.0
248,6,Leghorn,Type B,25.985689192056668,2512.844151723478,13.0
249,42,Sussex,Type B,32.86979380884058,2469.469612066084,2.0
250,7,Rhode Island Red,Type C,20.135456061943255,2557.310310010487,8.0
251,20,Leghorn,Type A,28.82618950010908,2092.164982437144,9.0
252,44,Plymouth Rock,Type C,28.980709701501613,2974.4194946063035,5.0
253,6,Leghorn,Type B,25.94989664515343,1948.4003716513269,10.0
254,45,Leghorn,Type A,23.55541785662504,2437.667178571434,7.0
255,16,Sussex,Type A,23.520110573923265,2544.1286603587187,5.0
256,39,Sussex,Type B,33.25564504491129,2774.2303503849216,5.0
257,69,Rhode Island Red,Type B,26.630365606742863,3306.698581531317,2.0
258,59,Plymouth Rock,Type B,24.963340444837577,3330.03831425156,5.0
259,49,Sussex,Type C,26.731663607471045,2993.2651964297465,7.0
260,66,Leghorn,Type C,30.04085602189042,1701.4639210535329,5.0
261,53,Rhode Island Red,Type A,22.186348523671274,2747.6821159436886,2.0
262,29,Leghorn,Type B,26.741507528206064,2023.3801362208428,8.0
263,27,Leghorn,Type A,28.818265566655803,2469.6276274642387,6.0
264,28,Sussex,Type A,34.2287503227715,2928.532737015205,3.0
265,42,Rhode Island Red,Type A,23.78791673113129,3495.679741069484,3.0
266,32,Plymouth Rock,Type A,25.38876121874368,2405.567902964103,3.0
267,25,Plymouth Rock,Type B,25.690378848836357,3420.4688054125536,4.0
268,58,Sussex,Type A,29.083072364673242,2542.4947827585265,3.0
269,22,Sussex,Type B,25.350980795600023,2753.8859206835605,8.0
270,40,Rhode Island Red,Type B,28.002678879495434,3553.8716779068177,4.0
271,49,Plymouth Rock,Type C,31.72685494767544,2442.2571575847674,2.0
272,57,Plymouth Rock,Type B,30.580783911683053,3452.057993806537,5.0
273,34,Plymouth Rock,Type C,26.695529697688784,2473.988781543018,3.0
274,64,Leghorn,Type B,32.96324266511253,2176.5553641320976,4.0
275,36,Plymouth Rock,Type B,28.372103743907942,3527.059456512729,2.0
276,71,Leghorn,Type B,28.098587592533185,2198.076821480737,4.0
277,71,Rhode Island Red,Type C,20.512816489087374,2507.353044554427,2.0
278,32,Leghorn,Type C,34.80039470535742,2479.0318407916675,10.0
279,48,Rhode Island Red,Type A,21.8445621279444,3706.139390876531,2.0
280,45,Plymouth Rock,Type C,23.4669636864147,2926.8769061397716,3.0
281,67,Plymouth Rock,Type C,20.775452558622906,3022.7029217172067,5.0
282,27,Rhode Island Red,Type C,29.600044502553708,2797.859398390211,2.0
283,52,Sussex,Type C,23.3705176545902,2375.8524651819794,1.0
284,36,Rhode Island Red,Type A,22.700156562090854,3122.576715954119,3.0
285,61,Sussex,Type C,21.32833376334862,2705.615304784293,5.0
286,37,Leghorn,Type B,21.549634356860235,2501.372288593701,5.0
287,28,Leghorn,Type B,28.77006050663883,1862.8912034171503,9.0
288,43,Leghorn,Type C,30.323117987998934,2445.3716496147777,4.0
289,38,Plymouth Rock,Type C,25.960684826966016,3090.440948001086,6.0
290,60,Leghorn,Type B,27.1984562238811,2599.0451976288573,6.0
291,32,Sussex,Type B,30.28951603974476,2533.850534925603,5.0
292,41,Leghorn,Type A,20.260696852782196,2673.580735673269,6.0
293,11,Rhode Island Red,Type B,24.846959856054177,3539.5409866521277,10.0
294,72,Rhode Island Red,Type B,34.596466221055195,2862.8407507986094,0.0
295,41,Plymouth Rock,Type C,28.70168344543202,3017.191050726641,0.0
296,60,Rhode Island Red,Type B,23.813368698462398,3601.515218863788,0.0
297,69,Sussex,Type A,27.8259506995432,3009.312230893936,3.0
298,69,Leghorn,Type B,25.13980232181373,1964.7055570979912,5.0
299,51,Plymouth Rock,Type C,27.983674832394485,3166.9685146183156,6.0
300,24,Leghorn,Type C,21.88612267709973,1872.0435678122074,9.0
301,23,Leghorn,Type B,21.99071980728916,2788.8801850531063,9.0
302,33,Sussex,Type C,22.153135430590893,2386.2877051455453,3.0
303,64,Rhode Island Red,Type A,34.097296878902625,2854.151828285812,5.0
304,22,Rhode Island Red,Type A,30.993483775120126,3080.098907827979,3.0
305,39,Leghorn,Type B,22.43572841993481,1899.1163782646654,5.0
306,47,Plymouth Rock,Type B,22.825236256484022,2532.8068801200707,4.0
307,15,Rhode Island Red,Type B,30.962442123063145,3469.592565905007,2.0
308,53,Plymouth Rock,Type C,22.34245767188261,3066.227030578677,5.0
309,42,Rhode Island Red,Type A,23.51841940002243,2954.2386864235355,1.0
310,68,Plymouth Rock,Type A,34.45020249230598,2529.345335997755,6.0
311,73,Sussex,Type C,23.829597870926477,2137.0528028281556,6.0
312,12,Plymouth Rock,Type A,29.924485255567202,2975.279043560487,5.0
313,38,Sussex,Type B,34.679469311007956,2649.63927762749,4.0
314,52,Sussex,Type B,25.614451507096888,2708.5571360144672,3.0
315,60,Plymouth Rock,Type B,20.262739862930932,2956.9663352567127,2.0
316,69,Sussex,Type A,23.662209356335616,3037.468720091497,6.0
317,35,Leghorn,Type B,32.463157870125585,2557.1349228589434,5.0
318,8,Sussex,Type C,32.96913253932555,2432.0105589303625,9.0
319,54,Rhode Island Red,Type C,31.527790467856867,3328.185869323453,1.0
320,73,Plymouth Rock,Type A,21.696647286148597,2584.611509924545,5.0
321,34,Leghorn,Type C,31.93265557544605,1775.0988815591245,7.0
322,63,Plymouth Rock,Type C,33.78016695490256,2224.6444046363226,7.0
323,71,Rhode Island Red,Type A,29.009143138193544,3222.065227168704,5.0
324,49,Rhode Island Red,Type B,34.11313034507097,3457.703130471438,6.0
325,8,Rhode Island Red,Type B,32.40258325567816,3813.407007969351,6.0
326,30,Sussex,Type B,30.00457275486361,2482.8395578850977,7.0
327,31,Sussex,Type A,28.65777855067622,3025.756463715133,2.0
328,50,Plymouth Rock,Type C,25.228605008629557,2831.0493932702207,1.0
329,68,Plymouth Rock,Type B,22.389311678642077,3035.1741159806966,7.0
330,55,Leghorn,Type B,29.074308840358114,2290.707182694689,5.0
331,54,Leghorn,Type A,24.771673304271793,2484.843463499779,5.0
332,10,Plymouth Rock,Type B,32.99658001291468,3141.801112752585,7.0
333,63,Sussex,Type A,34.900054060379425,2681.4955562742903,5.0
334,19,Rhode Island Red,Type C,31.286416439233587,3309.194803656741,4.0
335,34,Plymouth Rock,Type A,21.35722542930576,2523.799286405609,3.0
336,46,Leghorn,Type A,24.33028393295957,2086.504011158365,8.0
337,41,Sussex,Type A,21.636644476486246,2744.0846607250446,6.0
338,46,Plymouth Rock,Type A,29.757674716875737,3217.226583268248,5.0
339,39,Plymouth Rock,Type C,31.477862968336773,2856.562702399652,5.0
340,10,Sussex,Type C,33.88512246321068,2071.0374214033413,9.0
341,72,Plymouth Rock,Type B,26.572585196179816,3488.0256464320146,6.0
342,22,Sussex,Type C,33.52063474382666,2039.0064207628182,10.0
343,33,Rhode Island Red,Type C,33.168367385619916,2775.0247724877977,4.0
344,63,Sussex,Type B,24.75793575148098,2793.1008096737037,7.0
345,51,Sussex,Type C,33.033509383108566,2003.702406832417,1.0
346,21,Sussex,Type A,25.635083778225898,2203.1857754325265,7.0
347,26,Plymouth Rock,Type A,24.453039118404213,3062.1177327892965,1.0
348,72,Plymouth Rock,Type B,29.736119881915897,2664.465406235582,8.0
349,73,Sussex,Type B,24.925718418276215,2519.45412430446,3.0
350,41,Plymouth Rock,Type B,29.453131224937163,2938.5021916271603,5.0
351,53,Leghorn,Type A,29.147477082480417,1681.3938071967011,9.0
352,17,Leghorn,Type C,28.45158391022688,2231.872737286501,6.0
353,38,Plymouth Rock,Type A,25.706295563491963,2606.7549101347568,8.0
354,57,Plymouth Rock,Type B,28.227495824772152,2846.24535053797,1.0
355,55,Sussex,Type C,28.947282124781324,2873.5342642452147,3.0
356,7,Rhode Island Red,Type C,28.185303327432102,3006.0446924118364,6.0
357,46,Plymouth Rock,Type A,26.666291791268023,3019.1786667531783,4.0
358,36,Leghorn,Type B,20.22000585569396,2478.822999191589,6.0
359,55,Sussex,Type A,28.805925615517264,2567.2878678546736,6.0
360,50,Plymouth Rock,Type C,22.526665777140796,2902.0825668844964,3.0
361,25,Leghorn,Type A,29.638639534207844,2649.8496673333952,3.0
362,48,Leghorn,Type A,31.39016491884299,2443.050005516635,4.0
363,15,Rhode Island Red,Type B,27.506679636961124,3225.8596164030214,5.0
364,72,Sussex,Type B,28.135454974696074,2695.0314000433027,1.0
365,5,Sussex,Type C,34.272178394989865,2468.300591456385,6.0
366,67,Rhode Island Red,Type A,32.70751042058861,3207.704867429043,6.0
367,28,Rhode Island Red,Type A,33.713547739272045,3032.769758315343,0.0
368,17,Sussex,Type A,32.206494324793795,2635.912319514953,4.0
369,15,Sussex,Type C,21.63377512770097,2879.3930568071955,2.0
370,55,Plymouth Rock,Type C,22.234877839552922,3058.1389250266543,4.0
371,21,Plymouth Rock,Type B,27.899356959034392,2648.222284647305,5.0
372,28,Rhode Island Red,Type B,23.691044881969972,3227.654624496486,3.0
373,23,Plymouth Rock,Type B,27.150432125617385,3383.796984382949,5.0
374,41,Leghorn,Type A,25.91547985727525,1857.4254808574426,6.0
375,12,Plymouth Rock,Type A,28.2412135764568,2373.2004832788243,5.0
376,32,Plymouth Rock,Type B,31.20313574203734,3445.931942458127,4.0
377,9,Leghorn,Type A,30.732363606489116,1879.0330270419963,9.0
378,21,Rhode Island Red,Type B,27.818511987280015,2943.9094797790913,9.0
379,40,Leghorn,Type C,32.335901282255875,1599.237664919681,6.0
380,23,Plymouth Rock,Type B,26.4629313730705,2625.7931903626686,7.0
381,68,Rhode Island Red,Type C,33.45071434760183,3366.5956885955034,2.0
382,15,Plymouth Rock,Type A,21.06920405082746,3080.0274384725094,12.0
383,58,Leghorn,Type B,34.31990045049961,2306.482525986551,6.0
384,49,Leghorn,Type A,29.820396221470222,2610.3011091198887,6.0
385,51,Plymouth Rock,Type C,25.70111763405808,2744.1086239394685,5.0
386,16,Sussex,Type C,22.95731189859316,2243.46704406676,4.0
387,25,Sussex,Type C,27.187748441653998,2418.932977983946,5.0
388,15,Leghorn,Type A,22.918374847779514,2492.1819221598344,10.0
